"","TimeSeries","BroadcastTime","Transcript","TweetTime","Tweet","RTCount","IsRetweet","IsInfluenced"
"10382",2018-02-08 05:01:00,"","","","","","",""
"10383",2018-02-08 05:02:00,"","","","","","",""
"10384",2018-02-08 05:03:00,"","","","","","",""
"10385",2018-02-08 05:04:00,"","","","","","",""
"10386",2018-02-08 05:05:00,"","","","","","",""
"10387",2018-02-08 05:06:00,"","","","","","",""
"10388",2018-02-08 05:07:00,"","","","","","",""
"10389",2018-02-08 05:08:00,"","","","","","",""
"10390",2018-02-08 05:09:00,"","","","","","",""
"10391",2018-02-08 05:10:00,"","","","","","",""
"10392",2018-02-08 05:11:00,"","","","","","",""
"10393",2018-02-08 05:12:00,"","","","","","",""
"10394",2018-02-08 05:13:00,"","","","","","",""
"10395",2018-02-08 05:14:00,"","","","","","",""
"10396",2018-02-08 05:15:00,"","","","","","",""
"10397",2018-02-08 05:16:00,"","","","","","",""
"10398",2018-02-08 05:17:00,"","","","","","",""
"10399",2018-02-08 05:18:00,"","","","","","",""
"10400",2018-02-08 05:19:00,"","","","","","",""
"10401",2018-02-08 05:20:00,"","","","","","",""
"10402",2018-02-08 05:21:00,"","","","","","",""
"10403",2018-02-08 05:22:00,"","","","","","",""
"10404",2018-02-08 05:23:00,"","","","","","",""
"10405",2018-02-08 05:24:00,"","","","","","",""
"10406",2018-02-08 05:25:00,"","","","","","",""
"10407",2018-02-08 05:26:00,"","","","","","",""
"10408",2018-02-08 05:27:00,"","","","","","",""
"10409",2018-02-08 05:28:00,"","","","","","",""
"10410",2018-02-08 05:29:00,"","","","","","",""
"10411",2018-02-08 05:30:00,"","","","","","",""
"10412",2018-02-08 05:31:00,"","","","","","",""
"10413",2018-02-08 05:32:00,"","","","","","",""
"10414",2018-02-08 05:33:00,"","","","","","",""
"10415",2018-02-08 05:34:00,"","","","","","",""
"10416",2018-02-08 05:35:00,"","","","","","",""
"10417",2018-02-08 05:36:00,"","","","","","",""
"10418",2018-02-08 05:37:00,"","","","","","",""
"10419",2018-02-08 05:38:00,"","","","","","",""
"10420",2018-02-08 05:39:00,"","","","","","",""
"10421",2018-02-08 05:40:00,"","","","","","",""
"10422",2018-02-08 05:41:00,"","","","","","",""
"10423",2018-02-08 05:42:00,"","","","","","",""
"10424",2018-02-08 05:43:00,"","","","","","",""
"10425",2018-02-08 05:44:00,"","","","","","",""
"10426",2018-02-08 05:45:00,"","","","","","",""
"10427",2018-02-08 05:46:00,"","","","","","",""
"10428",2018-02-08 05:47:00,"","","","","","",""
"10429",2018-02-08 05:48:00,"","","","","","",""
"10430",2018-02-08 05:49:00,"","","","","","",""
"10431",2018-02-08 05:50:00,"","","","","","",""
"10432",2018-02-08 05:51:00,"","","","","","",""
"10433",2018-02-08 05:52:00,"","","","","","",""
"10434",2018-02-08 05:53:00,"","","","","","",""
"10435",2018-02-08 05:54:00,"","","","","","",""
"10436",2018-02-08 05:55:00,"","","","","","",""
"10437",2018-02-08 05:56:00,"","","","","","",""
"10438",2018-02-08 05:57:00,"","","","","","",""
"10439",2018-02-08 05:58:00,"","","","","","",""
"10440",2018-02-08 05:59:00,"","","","","","",""
"10441",2018-02-08 06:00:00,"2018-02-08 06:00:00","♪ julie: breaking silence on the uranium one scandal  douglas campbell tying the clintons to a bribery scheme writing in testimony to the congressional 	committee. rob: here to make sense of what this is is utah congressman and fox news contributor jason chaffetz  thanks for coming on this morning  trying to figure out what this is  the republicans are going to make a big deal of this  democrat saying this man is not credible  paid by the fbi  $50 000. >> i do laugh when democrats even before he has given his testimony are trying to distance themselves. hear what he has to say. if the fbi was so interested they should look at it. the effort from the house judiciary and oversight and government reform committee  better here out what he says. julie: the american lobbying firm  $3 million in exchange for smoothing over us russia relations  supporting former president bill clinton  the contingency here and the clinton 	foundation  using this as a way to distract from the russia investigation. do we have that that we can throw up on the screen regarding the clinton campaign? expected to give assistance free of charge to the clinton global initiative as part of the record to create a favorable environment to assure the obama administration made affirmative decisions on everything. uranium one to the us/russia civilian nuclear operation agreement. if there is pay to play this isn't a distraction  this is criminal. >> the question  the article that came out on the hill  a good solid reporter  the question is will they use that money to funnel through another direction? not sure about the legality of whether or not to give that money with the quid pro quo 	passing through the foundation but the core of this is what did hillary clinton do or not do? how much of that was applicable and was it applied in making sure uranium is a precious resource  don't know why we give up any of them and 20% of our uranium reserves and allow anybody else especially the russians to have access  that is a huge concern. we need to understand what is in the best interests of the united states  why would the united states do this? rob: no one explained why we would give them access to uranium but tell us why we did it. >> the canadian company tapping into the us reserves  the united states best interests to do that. >> text messages  the love affair everybody  the strzok page love affair and new ones that the president has called bombshell in a tweet. 	these allude to some kind of possible knowledge that president obama had or maybe some hand he had in his investigation  i don't want to take a too far because perhaps he just wanted to know what was going on in the trump russia investigation  after the hillary investigation was closed. >> the emphatic nature of president obama when he spoke to chris wallace in an interview saying i never inquire about anything the fbi is doing and here you have a firsthand account  something we think is private from a senior fbi official saying the president of the united states wants to know everything we know. that doesn't comport with what the president said publicly and it begs the question what were they talking about? maybe nothing to do with the hillary clinton email but maybe it did and maybe it had to do 	with donald trump. >> brings up contradictions  president obama has spoken with chris wallace  doesn't get involved in investigations but peter strzok saying he wants to know everything we are up to  he would have a big hand in what is going on. >> not just two rank and file fbi agents. peter strzok is the head  the leader of the counterespionage unit  deputy assistant director of counterintelligence. they are nonsecure phones treating 50 000 texts  that alone  why does he have security -- mika brzezinski rob: other private conversations they haven't found. >> another set of phones. julie: maybe they saved that. people should not date in the 	workplace. >> 50 000 texts. i love my wife  we have been married a long time. julie: fox news alert  al qaeda is still out there in places like yemen and somalia. report claims the two groups are planning attacks together. another report says isis is a significant threat despite being run out of iraq and syria. the terror group has issued a chilling new propaganda video threatening another invasion in paris. is real warning the un to stop letting hezbollah run wild in lebanon. showing fox news a letter written by israel's un ambassador describes a visit by a high-ranking iranian official to the lebanese israeli border with armed hezbollah militants. a violation of un resolutions that was never reported. the letters is the official made 	comments about liberating jerusalem. >> south korea's president will meet with the sister of kim jung un. it should be interesting as the rogue nation holds their military parade on the eve of the olympics  the new video showing kim jung un giving a speech in front of the north korean army  large military tanks rolling through the capital city of pyongyang. the land of whiskey trying to kick its alcohol problem  the first country to impose a minimum price on alcohol to make it more expensive. they hope the measurable save lives and curb scotland's unhealthy relationship with alcohol. the new law takes effect march 1  3.4 million gallons of alcohol per year  3.4 gallons of whiskey. think about that  40% more than americans and we drink a lot. 	>> extreme weather  terrifying moments for passengers when a southwest plane lights off the taxiway moments before take off. according to someone on board the pilot blamed the incident at the baltimore -- baltimore airport. >> multiple crashes on a bridge north of new york city  more nasty -- janice dean live with what we can expect. >> reporter: hello to both of you. it is cold  28 in new york  9 in chicago  6 in minneapolis  the storm system that brought snow  rain  freezing rain  sleet  out of the way and we are focused on the next one ramping up across the northern plains  the rockies  that will dive across the midwest and great lakes bringing snow  not a big storm 	system but a nuisance especially for the rush-hour into tomorrow morning's areas like chicago  23  24  in chicago tomorrow morning with that snow and another system on the way moving into the area across the northeast this weekend keeping us busy but for the parade for jillian it will be cold but no storm system on the way. rob: enough beer to warm them up. julie: bud light but a sixpack. the weather will cooperate. thanks so much. 39 minutes after the hour  ditching tsa  the airport considering private security  an interesting idea but our next guest says travelers could be the ones to pay the price. julie: time for the philadelphia 	eagles to party. just hours away from the team's parade. jillian: they are partying. rob has a message. waiting so long for that. >> we are coming back. facing 2n security events every day. ddos campaigns  ransomware  malware attacks... actually  we just handled all the priority threats. you did that? we did that. really. we analyzed millions of articles and reports. we can identify threats 50% faster. you can do that? we can do that. then do that. can we do that? we can do that. 	>> orlando international airport now considering ousting tsa for private security  21 other airports have gone private. of orlando decides to do the same it will be the largest airport how would it affect you as a traveler? one of the pro-plaps and cons  former commercial airline pilot  thank you very much for talking to us. is this a good thing or a bad 	thing? >> it has already been going on since the inception of tsa  san francisco opted out the first day  and a proven method. >> is it safer? is it worth it? >> nothing would change. you as a contractor to apply for the security airports. the equipment would be there and tsa  and the contractor you represent. in security. julie: let's look at how much it cost taxpayers  and 2016 and 	steady the same. is it going to be more expensive? the salary levels between contractor and the government  the government had higher salary levels  around $40 000 on average inspector at the airport. anything involved with the government's overspending. for one possible reason the government is highly unionized  there is a flexibility to the workforce  and negotiated with the government -- >> mistakes in the past and could have been corrected  prevented terror attacks. if you think about 9/11. 	and and in 2017. 357 guns at airport checks. that is a lot of gun is getting on the plane. how does that even happen? and crackdown on weapons in place. >> that would do it but i don't think there will be a difference  84% of those guns were loaded. it wasn't in security or intelligence because every one of those hijackers had a legal knife coming on the airport. >> you were not allowed to carry liquids on board and knives and so forth. the laws needed to catch up. thank you very much  great to have you on board. >> foxbusiness  buyer beware  	hackers could he be spying on you through your smart tv. here is what we need to know. >> reporter: this is a smart tv that has built in netflix  youtube and other connections  consumer reports found a lot of these tvs our tracking what you are watching  they tested five brands  samsung  sony  they found two failed  samsung and tpl  roku tv  found hackers were able to get in  change the channel  increase volume  download apps and watch questionable content on youtube. if you are thinking of buying one  be aware this could happen. and increase security  this is 	pretty scary. >> i will let you in on a secret  i know you have a boyfriend  guys don't like valentine's day very much  not big fans but you have something that might cheer us up. >> some people call it singles awareness day. if you are single or you have an x significant other and want to erase those memories you can go to hooters on valentine's day with a picture of your ex and get free chicken wings. you just have to destroy it  rip it up  shred it or let the waitress do it  order 10 wings and get 10 more. there you go. plans for you there. rob: let's see what is coming up on ""fox and friends"". >> kellyanne conway is going to be joining us at 7:00. at 8:00 the president directing the 66th annual national prayer breakfast and judge andrew napolitano is here. 	what exactly is robert mueller investigating? dana lash and fan favorite diamond and silk. a busy 3 hours kicks off in 11 minutes right here on the channel that you trust for your morning news  ""fox and friends"" first. wash we got this. even on quick cycle  tide pods cleans great 6x the cleaning power  even in the quick cycle it's got to be tide stay at la quinta. where we're changing with stylish make-overs. then at your next meeting  set your seat height to its maximum level. bravo  tall meeting man. start winning today. book now at lq.com hey  need fast try cool mint zantac. it releases a cooling sensation in your mouth and throat. zantac works in as little as 30 minutes. nexium can take 24 hours. try cool mint zantac. no pill relieves heartburn faster. 	you know what's not awesome? gig-speed internet. when only certain people can get it. let's fix that. let's give this guy gig- really? and these kids  and these guys  him  ah. oh hello. that lady  these houses! yes  yes and yes. and don't forget about them. uh huh  sure. still yes! xfinity delivers gig speed to more homes than anyone. now you can get it  too. welcome to the party. 	>> fly eagle fly  the streets of philadelphia set to become one huge party  millions of people expected to honor the super bowl champion philadelphia eagles. >> jillian  the biggest eagle fan in the universe is on the ground in the city of brotherly love. i am glad you got what you 	wanted and here you are. how is it looking out there? >> i expected people to be here this hour but a lot more people than i thought  thousands of people  that is where this parade is going to wrap up  this is where the ceremony is going to happen  5-mile parade route  lincoln financial field all the way at broad street passing city hall to this location where these folks had the best spot anywhere. i want to talk to you  how are you? are you cold? >> yes. >> reporter: what time did you get here? 3:30 in the morning? is your dad crazy for bringing you out here? >> no. >> reporter: why did you come out here? >> can't wait to enjoy the day in the city  a couple blocks away. >> reporter: what does it mean to be here? you can feel the energy and excitement. 	>> these guys are great  today  besides the birth of my kid  the greatest day of my life. the eagles fans  glad to have them. my dad is 86  a couple days  unbelievable. >> reporter: thanks for joining us  see you later. let's walk this way if we can because tell me your name. tell me the story  i talked to her earlier. what is your last name? she hesitated. why are you hesitating? tell me the story. >> eagles won  they got a ring and so did i. >> reporter: i love it. tell me what you are wearing in these conditions today. >> six players  blankets  hot coffee  got to go. 	give me a go eagles. let me know you are awake. they go in and out of energy because you got to contain it a little bit. back to you. rob: get that kid a hat. got to sit out there for five more hours. the game starts at 11:00. get that kid a hat. julie: we will be right back. . today  the new new york is ready for take-off. we're invested in creating the world's first state-of-the-art drone testing facility in central new york and the mohawk valley  	which marks the start of our nation's first 50-mile unmanned flight corridor. and allows us to attract the world's top drone talent. all across new york state  we're building the new new york. to grow your business with us in new york state  visit esd.ny.gov. to grow your business with us in new york state  this is the story of green mountain coffee roasters dark magic told in the time it takes to brew your cup. first  we head to vermont. and go to our coffee shop. and meet dave. hey. why is dark magic so spell-bindingly good  he asks? let me show you. let's go. so we climb. hike. see a bear. woah. reach the top. dave says dark magic is a bold blend of coffee with rich flavors of uganda  sumatra  colombia and other parts of south america. like these mountains  each amazing on their own. but together? magical. all  for a smoother tasting cup of coffee. green mountain coffee roasters packed with goodness. when it comes to travel  i sweat the details. late checkout... ...down-alternative pillows... 	...and of course  price. tripadvisor helps you book a... ...hotel without breaking a sweat. because we now instantly... ...search over 200 booking sites ...to find you the lowest price... ...on the hotel you want. don't sweat your booking. tripadvisor. the latest reviews. the lowest prices. 	(snap) achoo! (snap) achoo! achoo! (snap) (snap) achoo! achoo! feel a cold coming on? zicam cold remedy nasal swabs shorten colds with a snap  and reduce symptom severity by 45%. shorten your cold with a snap  with zicam. rob: time for the good  the bad and the ugly. 	first the good. a national guardsman graves night to remember. escorting 5-year-old kayly hinton to a daddy/daughter dance. >> my daddy is a very  very special dad to me and he was a very good soldier. rob: that will choke you up. also getting a police escort. her father died in a training accident last year. >> next the bad it could be last call for tequila. agave i have a plant in mexico skyrocket. not looking good until at least 2021. agave i have a plants take up to 8 years to mature. rob: finally the ugly. a mom gets up and walks out when her mom chooses a college on national signing day. >> i'm taking my time. >> there goes mom. jacob picking the university 	of florida. mom wearing alabama shirt and tennessee hat. she was not happy with the choice. you can tell. there she goes. all right that will do it for us. jillian: this is fun. rob: ""fox & friends"" starts right now. >> senate leaders say they now have a deal. top democrat is threatening to derail it? >> the package does nothing to protect dreamers. the package cannot have my support. >> shutting down the government would be very damaging to the military. >> fbi informant now breaking his silence on the uranium one scandal. tying the clintons to a bribery scheme set up by the russians they told it was shoe in. >> we have brand new just released messages from lisa page and peter strzok. page writes","","","","",""
"10442",2018-02-08 06:01:00,"","","","","","",""
"10443",2018-02-08 06:02:00,"","","","","","",""
"10444",2018-02-08 06:03:00,"","","","","","",""
"10445",2018-02-08 06:04:00,"","","","","","",""
"10446",2018-02-08 06:05:00,"","","","","","",""
"10447",2018-02-08 06:06:00,"","","","","","",""
"10448",2018-02-08 06:07:00,"","","","","","",""
"10449",2018-02-08 06:08:00,"","","","","","",""
"10450",2018-02-08 06:09:00,"","","2018-02-08 06:08:39","Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and political leaders and many friends including T.V. producer Mark Burnett of our wonderful 14 season Apprentice triumph will be there. Looking forward to seeing all!","17544","false",""
"10451",2018-02-08 06:10:00,"","","","","","",""
"10452",2018-02-08 06:11:00,"","","","","","",""
"10453",2018-02-08 06:12:00,"","","","","","",""
"10454",2018-02-08 06:13:00,"","","","","","",""
"10455",2018-02-08 06:14:00,"","","","","","",""
"10456",2018-02-08 06:15:00,"","","","","","",""
"10457",2018-02-08 06:16:00,"","","","","","",""
"10458",2018-02-08 06:17:00,"","","","","","",""
"10459",2018-02-08 06:18:00,"","","","","","",""
"10460",2018-02-08 06:19:00,"","","","","","",""
"10461",2018-02-08 06:20:00,"","","","","","",""
"10462",2018-02-08 06:21:00,"","","","","","",""
"10463",2018-02-08 06:22:00,"","","","","","",""
"10464",2018-02-08 06:23:00,"","","","","","",""
"10465",2018-02-08 06:24:00,"","","","","","",""
"10466",2018-02-08 06:25:00,"","","","","","",""
"10467",2018-02-08 06:26:00,"","","","","","",""
"10468",2018-02-08 06:27:00,"","","","","","",""
"10469",2018-02-08 06:28:00,"","","","","","",""
"10470",2018-02-08 06:29:00,"","","","","","",""
"10471",2018-02-08 06:30:00,"","","","","","",""
"10472",2018-02-08 06:31:00,"","","","","","",""
"10473",2018-02-08 06:32:00,"","","","","","",""
"10474",2018-02-08 06:33:00,"","","","","","",""
"10475",2018-02-08 06:34:00,"","","","","","",""
"10476",2018-02-08 06:35:00,"","","","","","",""
"10477",2018-02-08 06:36:00,"","","","","","",""
"10478",2018-02-08 06:37:00,"","","","","","",""
"10479",2018-02-08 06:38:00,"","","","","","",""
"10480",2018-02-08 06:39:00,"","","","","","",""
"10481",2018-02-08 06:40:00,"","","","","","",""
"10482",2018-02-08 06:41:00,"","","","","","",""
"10483",2018-02-08 06:42:00,"","","","","","",""
"10484",2018-02-08 06:43:00,"","","","","","",""
"10485",2018-02-08 06:44:00,"","","","","","",""
"10486",2018-02-08 06:45:00,"","","","","","",""
"10487",2018-02-08 06:46:00,"","","","","","",""
"10488",2018-02-08 06:47:00,"","","","","","",""
"10489",2018-02-08 06:48:00,"","","","","","",""
"10490",2018-02-08 06:49:00,"","","","","","",""
"10491",2018-02-08 06:50:00,"","","","","","",""
"10492",2018-02-08 06:51:00,"","","","","","",""
"10493",2018-02-08 06:52:00,"","","","","","",""
"10494",2018-02-08 06:53:00,"","","","","","",""
"10495",2018-02-08 06:54:00,"","","","","","",""
"10496",2018-02-08 06:55:00,"","","","","","",""
"10497",2018-02-08 06:56:00,"","","","","","",""
"10498",2018-02-08 06:57:00,"","","","","","",""
"10499",2018-02-08 06:58:00,"","","","","","",""
"10500",2018-02-08 06:59:00,"","","","","","",""
"10501",2018-02-08 07:00:00,"","","","","","",""
"10502",2018-02-08 07:01:00,"","","","","","",""
"10503",2018-02-08 07:02:00,"","","","","","",""
"10504",2018-02-08 07:03:00,"","","","","","",""
"10505",2018-02-08 07:04:00,"","","","","","",""
"10506",2018-02-08 07:05:00,"","","","","","",""
"10507",2018-02-08 07:06:00,"","","","","","",""
"10508",2018-02-08 07:07:00,"","","","","","",""
"10509",2018-02-08 07:08:00,"","","","","","",""
"10510",2018-02-08 07:09:00,"","","","","","",""
"10511",2018-02-08 07:10:00,"","","","","","",""
"10512",2018-02-08 07:11:00,"","","","","","",""
"10513",2018-02-08 07:12:00,"","","","","","",""
"10514",2018-02-08 07:13:00,"","","","","","",""
"10515",2018-02-08 07:14:00,"","","","","","",""
"10516",2018-02-08 07:15:00,"","","","","","",""
"10517",2018-02-08 07:16:00,"","","","","","",""
"10518",2018-02-08 07:17:00,"","","","","","",""
"10519",2018-02-08 07:18:00,"","","","","","",""
"10520",2018-02-08 07:19:00,"","","","","","",""
"10521",2018-02-08 07:20:00,"","","","","","",""
"10522",2018-02-08 07:21:00,"","","","","","",""
"10523",2018-02-08 07:22:00,"","","","","","",""
"10524",2018-02-08 07:23:00,"","","","","","",""
"10525",2018-02-08 07:24:00,"","","","","","",""
"10526",2018-02-08 07:25:00,"","","","","","",""
"10527",2018-02-08 07:26:00,"","","","","","",""
"10528",2018-02-08 07:27:00,"","","","","","",""
"10529",2018-02-08 07:28:00,"","","","","","",""
"10530",2018-02-08 07:29:00,"","","","","","",""
"10531",2018-02-08 07:30:00,"","","","","","",""
"10532",2018-02-08 07:31:00,"","","","","","",""
"10533",2018-02-08 07:32:00,"","","","","","",""
"10534",2018-02-08 07:33:00,"","","","","","",""
"10535",2018-02-08 07:34:00,"","","","","","",""
"10536",2018-02-08 07:35:00,"","","","","","",""
"10537",2018-02-08 07:36:00,"","","","","","",""
"10538",2018-02-08 07:37:00,"","","","","","",""
"10539",2018-02-08 07:38:00,"","","","","","",""
"10540",2018-02-08 07:39:00,"","","","","","",""
"10541",2018-02-08 07:40:00,"","","","","","",""
"10542",2018-02-08 07:41:00,"","","","","","",""
"10543",2018-02-08 07:42:00,"","","","","","",""
"10544",2018-02-08 07:43:00,"","","","","","",""
"10545",2018-02-08 07:44:00,"","","","","","",""
"10546",2018-02-08 07:45:00,"","","","","","",""
"10547",2018-02-08 07:46:00,"","","","","","",""
"10548",2018-02-08 07:47:00,"","","","","","",""
"10549",2018-02-08 07:48:00,"","","","","","",""
"10550",2018-02-08 07:49:00,"","","","","","",""
"10551",2018-02-08 07:50:00,"","","","","","",""
"10552",2018-02-08 07:51:00,"","","","","","",""
"10553",2018-02-08 07:52:00,"","","","","","",""
"10554",2018-02-08 07:53:00,"","","","","","",""
"10555",2018-02-08 07:54:00,"","","","","","",""
"10556",2018-02-08 07:55:00,"","","","","","",""
"10557",2018-02-08 07:56:00,"","","","","","",""
"10558",2018-02-08 07:57:00,"","","","","","",""
"10559",2018-02-08 07:58:00,"","","","","","",""
"10560",2018-02-08 07:59:00,"","","","","","",""
"10561",2018-02-08 08:00:00,"","","","","","",""
"10562",2018-02-08 08:01:00,"","","","","","",""
"10563",2018-02-08 08:02:00,"","","","","","",""
"10564",2018-02-08 08:03:00,"","","","","","",""
"10565",2018-02-08 08:04:00,"","","","","","",""
"10566",2018-02-08 08:05:00,"","","","","","",""
"10567",2018-02-08 08:06:00,"","","","","","",""
"10568",2018-02-08 08:07:00,"","","","","","",""
"10569",2018-02-08 08:08:00,"","","","","","",""
"10570",2018-02-08 08:09:00,"","","","","","",""
"10571",2018-02-08 08:10:00,"","","","","","",""
"10572",2018-02-08 08:11:00,"","","","","","",""
"10573",2018-02-08 08:12:00,"","","","","","",""
"10574",2018-02-08 08:13:00,"","","","","","",""
"10575",2018-02-08 08:14:00,"","","","","","",""
"10576",2018-02-08 08:15:00,"","","","","","",""
"10577",2018-02-08 08:16:00,"","","","","","",""
"10578",2018-02-08 08:17:00,"","","","","","",""
"10579",2018-02-08 08:18:00,"","","","","","",""
"10580",2018-02-08 08:19:00,"","","","","","",""
"10581",2018-02-08 08:20:00,"","","","","","",""
"10582",2018-02-08 08:21:00,"","","","","","",""
"10583",2018-02-08 08:22:00,"","","","","","",""
"10584",2018-02-08 08:23:00,"","","","","","",""
"10585",2018-02-08 08:24:00,"","","","","","",""
"10586",2018-02-08 08:25:00,"","","","","","",""
"10587",2018-02-08 08:26:00,"","","","","","",""
"10588",2018-02-08 08:27:00,"","","","","","",""
"10589",2018-02-08 08:28:00,"","","","","","",""
"10590",2018-02-08 08:29:00,"","","","","","",""
"10591",2018-02-08 08:30:00,"","","","","","",""
"10592",2018-02-08 08:31:00,"","","","","","",""
"10593",2018-02-08 08:32:00,"","","","","","",""
"10594",2018-02-08 08:33:00,"","","","","","",""
"10595",2018-02-08 08:34:00,"","","","","","",""
"10596",2018-02-08 08:35:00,"","","","","","",""
"10597",2018-02-08 08:36:00,"","","","","","",""
"10598",2018-02-08 08:37:00,"","","","","","",""
"10599",2018-02-08 08:38:00,"","","","","","",""
"10600",2018-02-08 08:39:00,"","","","","","",""
"10601",2018-02-08 08:40:00,"","","","","","",""
"10602",2018-02-08 08:41:00,"","","","","","",""
"10603",2018-02-08 08:42:00,"","","","","","",""
"10604",2018-02-08 08:43:00,"","","","","","",""
"10605",2018-02-08 08:44:00,"","","","","","",""
"10606",2018-02-08 08:45:00,"","","","","","",""
"10607",2018-02-08 08:46:00,"","","","","","",""
"10608",2018-02-08 08:47:00,"","","","","","",""
"10609",2018-02-08 08:48:00,"","","","","","",""
"10610",2018-02-08 08:49:00,"","","","","","",""
"10611",2018-02-08 08:50:00,"","","","","","",""
"10612",2018-02-08 08:51:00,"","","","","","",""
"10613",2018-02-08 08:52:00,"","","","","","",""
"10614",2018-02-08 08:53:00,"","","","","","",""
"10615",2018-02-08 08:54:00,"","","","","","",""
"10616",2018-02-08 08:55:00,"","","","","","",""
"10617",2018-02-08 08:56:00,"","","","","","",""
"10618",2018-02-08 08:57:00,"","","","","","",""
"10619",2018-02-08 08:58:00,"","","","","","",""
"10620",2018-02-08 08:59:00,"","","","","","",""
"10621",2018-02-08 09:00:00,"","","","","","",""
"10622",2018-02-08 09:01:00,"","","","","","",""
"10623",2018-02-08 09:02:00,"","","","","","",""
"10624",2018-02-08 09:03:00,"","","","","","",""
"10625",2018-02-08 09:04:00,"","","","","","",""
"10626",2018-02-08 09:05:00,"","","","","","",""
"10627",2018-02-08 09:06:00,"","","","","","",""
"10628",2018-02-08 09:07:00,"","","","","","",""
"10629",2018-02-08 09:08:00,"","","","","","",""
"10630",2018-02-08 09:09:00,"","","","","","",""
"10631",2018-02-08 09:10:00,"","","","","","",""
"10632",2018-02-08 09:11:00,"","","","","","",""
"10633",2018-02-08 09:12:00,"","","","","","",""
"10634",2018-02-08 09:13:00,"","","","","","",""
"10635",2018-02-08 09:14:00,"","","","","","",""
"10636",2018-02-08 09:15:00,"","","","","","",""
"10637",2018-02-08 09:16:00,"","","","","","",""
"10638",2018-02-08 09:17:00,"","","","","","",""
"10639",2018-02-08 09:18:00,"","","","","","",""
"10640",2018-02-08 09:19:00,"","","","","","",""
"10641",2018-02-08 09:20:00,"","","","","","",""
"10642",2018-02-08 09:21:00,"","","","","","",""
"10643",2018-02-08 09:22:00,"","","","","","",""
"10644",2018-02-08 09:23:00,"","","","","","",""
"10645",2018-02-08 09:24:00,"","","","","","",""
"10646",2018-02-08 09:25:00,"","","","","","",""
"10647",2018-02-08 09:26:00,"","","","","","",""
"10648",2018-02-08 09:27:00,"","","","","","",""
"10649",2018-02-08 09:28:00,"","","","","","",""
"10650",2018-02-08 09:29:00,"","","","","","",""
"10651",2018-02-08 09:30:00,"","","","","","",""
"10652",2018-02-08 09:31:00,"","","","","","",""
"10653",2018-02-08 09:32:00,"","","","","","",""
"10654",2018-02-08 09:33:00,"","","","","","",""
"10655",2018-02-08 09:34:00,"","","","","","",""
"10656",2018-02-08 09:35:00,"","","","","","",""
"10657",2018-02-08 09:36:00,"","","","","","",""
"10658",2018-02-08 09:37:00,"","","","","","",""
"10659",2018-02-08 09:38:00,"","","","","","",""
"10660",2018-02-08 09:39:00,"","","","","","",""
"10661",2018-02-08 09:40:00,"","","","","","",""
"10662",2018-02-08 09:41:00,"","","","","","",""
"10663",2018-02-08 09:42:00,"","","","","","",""
"10664",2018-02-08 09:43:00,"","","","","","",""
"10665",2018-02-08 09:44:00,"","","","","","",""
"10666",2018-02-08 09:45:00,"","","","","","",""
"10667",2018-02-08 09:46:00,"","","","","","",""
"10668",2018-02-08 09:47:00,"","","","","","",""
"10669",2018-02-08 09:48:00,"","","","","","",""
"10670",2018-02-08 09:49:00,"","","","","","",""
"10671",2018-02-08 09:50:00,"","","","","","",""
"10672",2018-02-08 09:51:00,"","","","","","",""
"10673",2018-02-08 09:52:00,"","","","","","",""
"10674",2018-02-08 09:53:00,"","","","","","",""
"10675",2018-02-08 09:54:00,"","","","","","",""
"10676",2018-02-08 09:55:00,"","","","","","",""
"10677",2018-02-08 09:56:00,"","","","","","",""
"10678",2018-02-08 09:57:00,"","","","","","",""
"10679",2018-02-08 09:58:00,"","","","","","",""
"10680",2018-02-08 09:59:00,"","","","","","",""
"10681",2018-02-08 10:00:00,"","","","","","",""
"10682",2018-02-08 10:01:00,"","","","","","",""
"10683",2018-02-08 10:02:00,"","","","","","",""
"10684",2018-02-08 10:03:00,"","","","","","",""
"10685",2018-02-08 10:04:00,"","","","","","",""
"10686",2018-02-08 10:05:00,"","","","","","",""
"10687",2018-02-08 10:06:00,"","","","","","",""
"10688",2018-02-08 10:07:00,"","","","","","",""
"10689",2018-02-08 10:08:00,"","","","","","",""
"10690",2018-02-08 10:09:00,"","","","","","",""
"10691",2018-02-08 10:10:00,"","","","","","",""
"10692",2018-02-08 10:11:00,"","","","","","",""
"10693",2018-02-08 10:12:00,"","","","","","",""
"10694",2018-02-08 10:13:00,"","","","","","",""
"10695",2018-02-08 10:14:00,"","","","","","",""
"10696",2018-02-08 10:15:00,"","","","","","",""
"10697",2018-02-08 10:16:00,"","","","","","",""
"10698",2018-02-08 10:17:00,"","","","","","",""
"10699",2018-02-08 10:18:00,"","","","","","",""
"10700",2018-02-08 10:19:00,"","","","","","",""
"10701",2018-02-08 10:20:00,"","","","","","",""
"10702",2018-02-08 10:21:00,"","","","","","",""
"10703",2018-02-08 10:22:00,"","","","","","",""
"10704",2018-02-08 10:23:00,"","","","","","",""
"10705",2018-02-08 10:24:00,"","","","","","",""
"10706",2018-02-08 10:25:00,"","","","","","",""
"10707",2018-02-08 10:26:00,"","","","","","",""
"10708",2018-02-08 10:27:00,"","","","","","",""
"10709",2018-02-08 10:28:00,"","","","","","",""
