"","TimeSeries","BroadcastTime","Transcript","TweetTime","Tweet","RTCount","IsRetweet","IsInfluenced"
"3386",2018-02-03 08:25:00,"","","","","","",""
"3387",2018-02-03 08:26:00,"","","","","","",""
"3388",2018-02-03 08:27:00,"","","","","","",""
"3389",2018-02-03 08:28:00,"","","","","","",""
"3390",2018-02-03 08:29:00,"","","","","","",""
"3391",2018-02-03 08:30:00,"","","","","","",""
"3392",2018-02-03 08:31:00,"","","","","","",""
"3393",2018-02-03 08:32:00,"","","","","","",""
"3394",2018-02-03 08:33:00,"","","","","","",""
"3395",2018-02-03 08:34:00,"","","","","","",""
"3396",2018-02-03 08:35:00,"","","","","","",""
"3397",2018-02-03 08:36:00,"","","","","","",""
"3398",2018-02-03 08:37:00,"","","","","","",""
"3399",2018-02-03 08:38:00,"","","","","","",""
"3400",2018-02-03 08:39:00,"","","","","","",""
"3401",2018-02-03 08:40:00,"","","2018-02-03 08:39:49","RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c","12276","true",""
"3402",2018-02-03 08:41:00,"","","","","","",""
"3403",2018-02-03 08:42:00,"","","","","","",""
"3404",2018-02-03 08:43:00,"","","","","","",""
"3405",2018-02-03 08:44:00,"","","2018-02-03 08:44:19","RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO","12695","true",""
"3406",2018-02-03 08:45:00,"","","","","","",""
"3407",2018-02-03 08:46:00,"","","","","","",""
"3408",2018-02-03 08:47:00,"","","","","","",""
"3409",2018-02-03 08:48:00,"","","","","","",""
"3410",2018-02-03 08:49:00,"","","","","","",""
"3411",2018-02-03 08:50:00,"","","","","","",""
"3412",2018-02-03 08:51:00,"","","","","","",""
"3413",2018-02-03 08:52:00,"","","","","","",""
"3414",2018-02-03 08:53:00,"","","","","","",""
"3415",2018-02-03 08:54:00,"","","","","","",""
"3416",2018-02-03 08:55:00,"","","","","","",""
"3417",2018-02-03 08:56:00,"","","","","","",""
"3418",2018-02-03 08:57:00,"","","","","","",""
"3419",2018-02-03 08:58:00,"","","","","","",""
"3420",2018-02-03 08:59:00,"","","","","","",""
"3421",2018-02-03 09:00:00,"","","","","","",""
"3422",2018-02-03 09:01:00,"","","","","","",""
"3423",2018-02-03 09:02:00,"","","","","","",""
"3424",2018-02-03 09:03:00,"","","","","","",""
"3425",2018-02-03 09:04:00,"","","","","","",""
"3426",2018-02-03 09:05:00,"","","","","","",""
"3427",2018-02-03 09:06:00,"","","","","","",""
"3428",2018-02-03 09:07:00,"","","","","","",""
"3429",2018-02-03 09:08:00,"","","","","","",""
"3430",2018-02-03 09:09:00,"","","","","","",""
"3431",2018-02-03 09:10:00,"","","","","","",""
"3432",2018-02-03 09:11:00,"","","","","","",""
"3433",2018-02-03 09:12:00,"","","","","","",""
"3434",2018-02-03 09:13:00,"","","","","","",""
"3435",2018-02-03 09:14:00,"","","","","","",""
"3436",2018-02-03 09:15:00,"","","","","","",""
"3437",2018-02-03 09:16:00,"","","","","","",""
"3438",2018-02-03 09:17:00,"","","","","","",""
"3439",2018-02-03 09:18:00,"","","","","","",""
"3440",2018-02-03 09:19:00,"","","","","","",""
"3441",2018-02-03 09:20:00,"","","","","","",""
"3442",2018-02-03 09:21:00,"","","","","","",""
"3443",2018-02-03 09:22:00,"","","","","","",""
"3444",2018-02-03 09:23:00,"","","","","","",""
"3445",2018-02-03 09:24:00,"","","","","","",""
"3446",2018-02-03 09:25:00,"","","","","","",""
"3447",2018-02-03 09:26:00,"","","","","","",""
"3448",2018-02-03 09:27:00,"","","","","","",""
"3449",2018-02-03 09:28:00,"","","","","","",""
"3450",2018-02-03 09:29:00,"","","","","","",""
"3451",2018-02-03 09:30:00,"","","","","","",""
"3452",2018-02-03 09:31:00,"","","","","","",""
"3453",2018-02-03 09:32:00,"","","","","","",""
"3454",2018-02-03 09:33:00,"","","","","","",""
"3455",2018-02-03 09:34:00,"","","","","","",""
"3456",2018-02-03 09:35:00,"","","","","","",""
"3457",2018-02-03 09:36:00,"","","","","","",""
"3458",2018-02-03 09:37:00,"","","","","","",""
"3459",2018-02-03 09:38:00,"","","","","","",""
"3460",2018-02-03 09:39:00,"","","","","","",""
"3461",2018-02-03 09:40:00,"","","2018-02-03 09:40:27","This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion and there was no Obstruction (the word now used because after one year of looking endlessly and finding NOTHING collusion is dead). This is an American disgrace!","39375","false",""
"3462",2018-02-03 09:41:00,"","","","","","",""
"3463",2018-02-03 09:42:00,"","","","","","",""
"3464",2018-02-03 09:43:00,"","","","","","",""
"3465",2018-02-03 09:44:00,"","","","","","",""
"3466",2018-02-03 09:45:00,"","","","","","",""
"3467",2018-02-03 09:46:00,"","","","","","",""
"3468",2018-02-03 09:47:00,"","","","","","",""
"3469",2018-02-03 09:48:00,"","","","","","",""
"3470",2018-02-03 09:49:00,"","","","","","",""
"3471",2018-02-03 09:50:00,"","","","","","",""
"3472",2018-02-03 09:51:00,"","","","","","",""
"3473",2018-02-03 09:52:00,"","","","","","",""
"3474",2018-02-03 09:53:00,"","","","","","",""
"3475",2018-02-03 09:54:00,"","","","","","",""
"3476",2018-02-03 09:55:00,"","","","","","",""
"3477",2018-02-03 09:56:00,"","","","","","",""
"3478",2018-02-03 09:57:00,"","","","","","",""
"3479",2018-02-03 09:58:00,"","","","","","",""
"3480",2018-02-03 09:59:00,"","","","","","",""
"3481",2018-02-03 10:00:00,"","","","","","",""
"3482",2018-02-03 10:01:00,"","","","","","",""
"3483",2018-02-03 10:02:00,"","","","","","",""
"3484",2018-02-03 10:03:00,"","","","","","",""
"3485",2018-02-03 10:04:00,"","","","","","",""
"3486",2018-02-03 10:05:00,"","","","","","",""
"3487",2018-02-03 10:06:00,"","","","","","",""
"3488",2018-02-03 10:07:00,"","","","","","",""
"3489",2018-02-03 10:08:00,"","","","","","",""
"3490",2018-02-03 10:09:00,"","","","","","",""
"3491",2018-02-03 10:10:00,"","","","","","",""
"3492",2018-02-03 10:11:00,"","","","","","",""
"3493",2018-02-03 10:12:00,"","","","","","",""
"3494",2018-02-03 10:13:00,"","","","","","",""
"3495",2018-02-03 10:14:00,"","","","","","",""
"3496",2018-02-03 10:15:00,"","","","","","",""
"3497",2018-02-03 10:16:00,"","","","","","",""
"3498",2018-02-03 10:17:00,"","","","","","",""
"3499",2018-02-03 10:18:00,"","","","","","",""
"3500",2018-02-03 10:19:00,"","","","","","",""
"3501",2018-02-03 10:20:00,"","","","","","",""
"3502",2018-02-03 10:21:00,"","","","","","",""
"3503",2018-02-03 10:22:00,"","","","","","",""
"3504",2018-02-03 10:23:00,"","","","","","",""
"3505",2018-02-03 10:24:00,"","","","","","",""
"3506",2018-02-03 10:25:00,"","","","","","",""
"3507",2018-02-03 10:26:00,"","","","","","",""
"3508",2018-02-03 10:27:00,"","","","","","",""
"3509",2018-02-03 10:28:00,"","","","","","",""
"3510",2018-02-03 10:29:00,"","","","","","",""
"3511",2018-02-03 10:30:00,"","","","","","",""
"3512",2018-02-03 10:31:00,"","","","","","",""
"3513",2018-02-03 10:32:00,"","","","","","",""
"3514",2018-02-03 10:33:00,"","","","","","",""
"3515",2018-02-03 10:34:00,"","","","","","",""
"3516",2018-02-03 10:35:00,"","","","","","",""
"3517",2018-02-03 10:36:00,"","","","","","",""
"3518",2018-02-03 10:37:00,"","","","","","",""
"3519",2018-02-03 10:38:00,"","","","","","",""
"3520",2018-02-03 10:39:00,"","","","","","",""
"3521",2018-02-03 10:40:00,"","","","","","",""
"3522",2018-02-03 10:41:00,"","","","","","",""
"3523",2018-02-03 10:42:00,"","","","","","",""
"3524",2018-02-03 10:43:00,"","","","","","",""
"3525",2018-02-03 10:44:00,"","","","","","",""
"3526",2018-02-03 10:45:00,"","","","","","",""
"3527",2018-02-03 10:46:00,"","","","","","",""
"3528",2018-02-03 10:47:00,"","","","","","",""
"3529",2018-02-03 10:48:00,"","","","","","",""
"3530",2018-02-03 10:49:00,"","","","","","",""
"3531",2018-02-03 10:50:00,"","","","","","",""
"3532",2018-02-03 10:51:00,"","","","","","",""
"3533",2018-02-03 10:52:00,"","","","","","",""
"3534",2018-02-03 10:53:00,"","","","","","",""
"3535",2018-02-03 10:54:00,"","","","","","",""
"3536",2018-02-03 10:55:00,"","","","","","",""
"3537",2018-02-03 10:56:00,"","","","","","",""
"3538",2018-02-03 10:57:00,"","","","","","",""
"3539",2018-02-03 10:58:00,"","","","","","",""
"3540",2018-02-03 10:59:00,"","","","","","",""
"3541",2018-02-03 11:00:00,"","","","","","",""
"3542",2018-02-03 11:01:00,"","","","","","",""
"3543",2018-02-03 11:02:00,"","","","","","",""
"3544",2018-02-03 11:03:00,"","","","","","",""
"3545",2018-02-03 11:04:00,"","","","","","",""
"3546",2018-02-03 11:05:00,"","","","","","",""
"3547",2018-02-03 11:06:00,"","","","","","",""
"3548",2018-02-03 11:07:00,"","","","","","",""
"3549",2018-02-03 11:08:00,"","","","","","",""
"3550",2018-02-03 11:09:00,"","","","","","",""
"3551",2018-02-03 11:10:00,"","","","","","",""
"3552",2018-02-03 11:11:00,"","","","","","",""
"3553",2018-02-03 11:12:00,"","","","","","",""
"3554",2018-02-03 11:13:00,"","","","","","",""
"3555",2018-02-03 11:14:00,"","","","","","",""
"3556",2018-02-03 11:15:00,"","","","","","",""
"3557",2018-02-03 11:16:00,"","","","","","",""
"3558",2018-02-03 11:17:00,"","","","","","",""
"3559",2018-02-03 11:18:00,"","","","","","",""
"3560",2018-02-03 11:19:00,"","","","","","",""
"3561",2018-02-03 11:20:00,"","","","","","",""
"3562",2018-02-03 11:21:00,"","","","","","",""
"3563",2018-02-03 11:22:00,"","","","","","",""
"3564",2018-02-03 11:23:00,"","","","","","",""
"3565",2018-02-03 11:24:00,"","","","","","",""
"3566",2018-02-03 11:25:00,"","","","","","",""
"3567",2018-02-03 11:26:00,"","","","","","",""
"3568",2018-02-03 11:27:00,"","","","","","",""
"3569",2018-02-03 11:28:00,"","","","","","",""
"3570",2018-02-03 11:29:00,"","","","","","",""
"3571",2018-02-03 11:30:00,"","","","","","",""
"3572",2018-02-03 11:31:00,"","","","","","",""
"3573",2018-02-03 11:32:00,"","","","","","",""
"3574",2018-02-03 11:33:00,"","","","","","",""
"3575",2018-02-03 11:34:00,"","","","","","",""
"3576",2018-02-03 11:35:00,"","","","","","",""
"3577",2018-02-03 11:36:00,"","","","","","",""
"3578",2018-02-03 11:37:00,"","","","","","",""
"3579",2018-02-03 11:38:00,"","","","","","",""
"3580",2018-02-03 11:39:00,"","","","","","",""
"3581",2018-02-03 11:40:00,"","","","","","",""
"3582",2018-02-03 11:41:00,"","","","","","",""
"3583",2018-02-03 11:42:00,"","","","","","",""
"3584",2018-02-03 11:43:00,"","","","","","",""
"3585",2018-02-03 11:44:00,"","","","","","",""
"3586",2018-02-03 11:45:00,"","","","","","",""
"3587",2018-02-03 11:46:00,"","","","","","",""
"3588",2018-02-03 11:47:00,"","","","","","",""
"3589",2018-02-03 11:48:00,"","","","","","",""
"3590",2018-02-03 11:49:00,"","","","","","",""
"3591",2018-02-03 11:50:00,"","","","","","",""
"3592",2018-02-03 11:51:00,"","","","","","",""
"3593",2018-02-03 11:52:00,"","","","","","",""
"3594",2018-02-03 11:53:00,"","","","","","",""
"3595",2018-02-03 11:54:00,"","","","","","",""
"3596",2018-02-03 11:55:00,"","","","","","",""
"3597",2018-02-03 11:56:00,"","","","","","",""
"3598",2018-02-03 11:57:00,"","","","","","",""
"3599",2018-02-03 11:58:00,"","","","","","",""
"3600",2018-02-03 11:59:00,"","","","","","",""
"3601",2018-02-03 12:00:00,"","","","","","",""
"3602",2018-02-03 12:01:00,"","","","","","",""
"3603",2018-02-03 12:02:00,"","","","","","",""
"3604",2018-02-03 12:03:00,"","","","","","",""
"3605",2018-02-03 12:04:00,"","","","","","",""
"3606",2018-02-03 12:05:00,"","","","","","",""
"3607",2018-02-03 12:06:00,"","","","","","",""
"3608",2018-02-03 12:07:00,"","","","","","",""
"3609",2018-02-03 12:08:00,"","","","","","",""
"3610",2018-02-03 12:09:00,"","","","","","",""
"3611",2018-02-03 12:10:00,"","","","","","",""
"3612",2018-02-03 12:11:00,"","","","","","",""
"3613",2018-02-03 12:12:00,"","","","","","",""
"3614",2018-02-03 12:13:00,"","","","","","",""
"3615",2018-02-03 12:14:00,"","","","","","",""
"3616",2018-02-03 12:15:00,"","","","","","",""
"3617",2018-02-03 12:16:00,"","","","","","",""
"3618",2018-02-03 12:17:00,"","","","","","",""
"3619",2018-02-03 12:18:00,"","","","","","",""
"3620",2018-02-03 12:19:00,"","","","","","",""
"3621",2018-02-03 12:20:00,"","","","","","",""
"3622",2018-02-03 12:21:00,"","","","","","",""
"3623",2018-02-03 12:22:00,"","","","","","",""
"3624",2018-02-03 12:23:00,"","","","","","",""
"3625",2018-02-03 12:24:00,"","","","","","",""
"3626",2018-02-03 12:25:00,"","","","","","",""
"3627",2018-02-03 12:26:00,"","","","","","",""
"3628",2018-02-03 12:27:00,"","","","","","",""
"3629",2018-02-03 12:28:00,"","","","","","",""
"3630",2018-02-03 12:29:00,"","","","","","",""
"3631",2018-02-03 12:30:00,"","","","","","",""
"3632",2018-02-03 12:31:00,"","","","","","",""
"3633",2018-02-03 12:32:00,"","","","","","",""
"3634",2018-02-03 12:33:00,"","","","","","",""
"3635",2018-02-03 12:34:00,"","","","","","",""
"3636",2018-02-03 12:35:00,"","","","","","",""
"3637",2018-02-03 12:36:00,"","","","","","",""
"3638",2018-02-03 12:37:00,"","","","","","",""
"3639",2018-02-03 12:38:00,"","","","","","",""
"3640",2018-02-03 12:39:00,"","","","","","",""
"3641",2018-02-03 12:40:00,"","","","","","",""
"3642",2018-02-03 12:41:00,"","","","","","",""
"3643",2018-02-03 12:42:00,"","","","","","",""
"3644",2018-02-03 12:43:00,"","","","","","",""
"3645",2018-02-03 12:44:00,"","","","","","",""
"3646",2018-02-03 12:45:00,"","","","","","",""
"3647",2018-02-03 12:46:00,"","","","","","",""
"3648",2018-02-03 12:47:00,"","","","","","",""
"3649",2018-02-03 12:48:00,"","","","","","",""
"3650",2018-02-03 12:49:00,"","","","","","",""
"3651",2018-02-03 12:50:00,"","","","","","",""
"3652",2018-02-03 12:51:00,"","","","","","",""
"3653",2018-02-03 12:52:00,"","","","","","",""
"3654",2018-02-03 12:53:00,"","","","","","",""
"3655",2018-02-03 12:54:00,"","","","","","",""
"3656",2018-02-03 12:55:00,"","","","","","",""
"3657",2018-02-03 12:56:00,"","","","","","",""
"3658",2018-02-03 12:57:00,"","","","","","",""
"3659",2018-02-03 12:58:00,"","","","","","",""
"3660",2018-02-03 12:59:00,"","","","","","",""
"3661",2018-02-03 13:00:00,"","","","","","",""
"3662",2018-02-03 13:01:00,"","","","","","",""
"3663",2018-02-03 13:02:00,"","","","","","",""
"3664",2018-02-03 13:03:00,"","","","","","",""
"3665",2018-02-03 13:04:00,"","","","","","",""
"3666",2018-02-03 13:05:00,"","","","","","",""
"3667",2018-02-03 13:06:00,"","","","","","",""
"3668",2018-02-03 13:07:00,"","","","","","",""
"3669",2018-02-03 13:08:00,"","","","","","",""
"3670",2018-02-03 13:09:00,"","","","","","",""
"3671",2018-02-03 13:10:00,"","","","","","",""
"3672",2018-02-03 13:11:00,"","","","","","",""
"3673",2018-02-03 13:12:00,"","","","","","",""
"3674",2018-02-03 13:13:00,"","","","","","",""
"3675",2018-02-03 13:14:00,"","","","","","",""
"3676",2018-02-03 13:15:00,"","","","","","",""
"3677",2018-02-03 13:16:00,"","","","","","",""
"3678",2018-02-03 13:17:00,"","","","","","",""
"3679",2018-02-03 13:18:00,"","","","","","",""
"3680",2018-02-03 13:19:00,"","","","","","",""
"3681",2018-02-03 13:20:00,"","","","","","",""
"3682",2018-02-03 13:21:00,"","","","","","",""
"3683",2018-02-03 13:22:00,"","","","","","",""
"3684",2018-02-03 13:23:00,"","","","","","",""
"3685",2018-02-03 13:24:00,"","","","","","",""
"3686",2018-02-03 13:25:00,"","","","","","",""
"3687",2018-02-03 13:26:00,"","","","","","",""
"3688",2018-02-03 13:27:00,"","","","","","",""
"3689",2018-02-03 13:28:00,"","","","","","",""
"3690",2018-02-03 13:29:00,"","","","","","",""
"3691",2018-02-03 13:30:00,"","","","","","",""
"3692",2018-02-03 13:31:00,"","","","","","",""
"3693",2018-02-03 13:32:00,"","","","","","",""
"3694",2018-02-03 13:33:00,"","","","","","",""
"3695",2018-02-03 13:34:00,"","","","","","",""
"3696",2018-02-03 13:35:00,"","","","","","",""
"3697",2018-02-03 13:36:00,"","","","","","",""
"3698",2018-02-03 13:37:00,"","","","","","",""
"3699",2018-02-03 13:38:00,"","","","","","",""
"3700",2018-02-03 13:39:00,"","","","","","",""
"3701",2018-02-03 13:40:00,"","","","","","",""
"3702",2018-02-03 13:41:00,"","","","","","",""
"3703",2018-02-03 13:42:00,"","","","","","",""
"3704",2018-02-03 13:43:00,"","","","","","",""
"3705",2018-02-03 13:44:00,"","","","","","",""
"3706",2018-02-03 13:45:00,"","","","","","",""
"3707",2018-02-03 13:46:00,"","","","","","",""
"3708",2018-02-03 13:47:00,"","","","","","",""
"3709",2018-02-03 13:48:00,"","","","","","",""
"3710",2018-02-03 13:49:00,"","","","","","",""
"3711",2018-02-03 13:50:00,"","","","","","",""
"3712",2018-02-03 13:51:00,"","","","","","",""
"3713",2018-02-03 13:52:00,"","","","","","",""
"3714",2018-02-03 13:53:00,"","","","","","",""
"3715",2018-02-03 13:54:00,"","","","","","",""
"3716",2018-02-03 13:55:00,"","","","","","",""
"3717",2018-02-03 13:56:00,"","","","","","",""
"3718",2018-02-03 13:57:00,"","","","","","",""
"3719",2018-02-03 13:58:00,"","","","","","",""
"3720",2018-02-03 13:59:00,"","","","","","",""
"3721",2018-02-03 14:00:00,"","","","","","",""
"3722",2018-02-03 14:01:00,"","","","","","",""
"3723",2018-02-03 14:02:00,"","","","","","",""
"3724",2018-02-03 14:03:00,"","","","","","",""
"3725",2018-02-03 14:04:00,"","","","","","",""
"3726",2018-02-03 14:05:00,"","","","","","",""
"3727",2018-02-03 14:06:00,"","","","","","",""
"3728",2018-02-03 14:07:00,"","","","","","",""
"3729",2018-02-03 14:08:00,"","","","","","",""
"3730",2018-02-03 14:09:00,"","","","","","",""
"3731",2018-02-03 14:10:00,"","","","","","",""
"3732",2018-02-03 14:11:00,"","","","","","",""
"3733",2018-02-03 14:12:00,"","","","","","",""
"3734",2018-02-03 14:13:00,"","","","","","",""
"3735",2018-02-03 14:14:00,"","","","","","",""
"3736",2018-02-03 14:15:00,"","","","","","",""
"3737",2018-02-03 14:16:00,"","","","","","",""
"3738",2018-02-03 14:17:00,"","","","","","",""
"3739",2018-02-03 14:18:00,"","","","","","",""
"3740",2018-02-03 14:19:00,"","","","","","",""
"3741",2018-02-03 14:20:00,"","","","","","",""
"3742",2018-02-03 14:21:00,"","","","","","",""
"3743",2018-02-03 14:22:00,"","","","","","",""
"3744",2018-02-03 14:23:00,"","","","","","",""
"3745",2018-02-03 14:24:00,"","","","","","",""
"3746",2018-02-03 14:25:00,"","","","","","",""
"3747",2018-02-03 14:26:00,"","","","","","",""
"3748",2018-02-03 14:27:00,"","","","","","",""
"3749",2018-02-03 14:28:00,"","","","","","",""
"3750",2018-02-03 14:29:00,"","","","","","",""
"3751",2018-02-03 14:30:00,"","","","","","",""
"3752",2018-02-03 14:31:00,"","","","","","",""
"3753",2018-02-03 14:32:00,"","","","","","",""
"3754",2018-02-03 14:33:00,"","","","","","",""
"3755",2018-02-03 14:34:00,"","","","","","",""
"3756",2018-02-03 14:35:00,"","","","","","",""
"3757",2018-02-03 14:36:00,"","","","","","",""
"3758",2018-02-03 14:37:00,"","","","","","",""
"3759",2018-02-03 14:38:00,"","","","","","",""
"3760",2018-02-03 14:39:00,"","","","","","",""
"3761",2018-02-03 14:40:00,"","","","","","",""
"3762",2018-02-03 14:41:00,"","","","","","",""
"3763",2018-02-03 14:42:00,"","","","","","",""
"3764",2018-02-03 14:43:00,"","","","","","",""
"3765",2018-02-03 14:44:00,"","","","","","",""
"3766",2018-02-03 14:45:00,"","","","","","",""
"3767",2018-02-03 14:46:00,"","","","","","",""
"3768",2018-02-03 14:47:00,"","","","","","",""
"3769",2018-02-03 14:48:00,"","","","","","",""
"3770",2018-02-03 14:49:00,"","","","","","",""
"3771",2018-02-03 14:50:00,"","","","","","",""
"3772",2018-02-03 14:51:00,"","","","","","",""
"3773",2018-02-03 14:52:00,"","","","","","",""
"3774",2018-02-03 14:53:00,"","","","","","",""
"3775",2018-02-03 14:54:00,"","","","","","",""
"3776",2018-02-03 14:55:00,"","","","","","",""
"3777",2018-02-03 14:56:00,"","","","","","",""
"3778",2018-02-03 14:57:00,"","","","","","",""
"3779",2018-02-03 14:58:00,"","","","","","",""
"3780",2018-02-03 14:59:00,"","","","","","",""
"3781",2018-02-03 15:00:00,"","","","","","",""
"3782",2018-02-03 15:01:00,"","","","","","",""
"3783",2018-02-03 15:02:00,"","","","","","",""
"3784",2018-02-03 15:03:00,"","","","","","",""
"3785",2018-02-03 15:04:00,"","","","","","",""
"3786",2018-02-03 15:05:00,"","","","","","",""
"3787",2018-02-03 15:06:00,"","","","","","",""
"3788",2018-02-03 15:07:00,"","","","","","",""
"3789",2018-02-03 15:08:00,"","","","","","",""
"3790",2018-02-03 15:09:00,"","","","","","",""
"3791",2018-02-03 15:10:00,"","","","","","",""
"3792",2018-02-03 15:11:00,"","","","","","",""
"3793",2018-02-03 15:12:00,"","","","","","",""
"3794",2018-02-03 15:13:00,"","","","","","",""
"3795",2018-02-03 15:14:00,"","","","","","",""
"3796",2018-02-03 15:15:00,"","","","","","",""
"3797",2018-02-03 15:16:00,"","","","","","",""
"3798",2018-02-03 15:17:00,"","","","","","",""
"3799",2018-02-03 15:18:00,"","","","","","",""
"3800",2018-02-03 15:19:00,"","","","","","",""
"3801",2018-02-03 15:20:00,"","","","","","",""
"3802",2018-02-03 15:21:00,"","","","","","",""
"3803",2018-02-03 15:22:00,"","","","","","",""
"3804",2018-02-03 15:23:00,"","","","","","",""
"3805",2018-02-03 15:24:00,"","","","","","",""
"3806",2018-02-03 15:25:00,"","","","","","",""
"3807",2018-02-03 15:26:00,"","","","","","",""
"3808",2018-02-03 15:27:00,"","","","","","",""
"3809",2018-02-03 15:28:00,"","","","","","",""
"3810",2018-02-03 15:29:00,"","","","","","",""
"3811",2018-02-03 15:30:00,"","","","","","",""
"3812",2018-02-03 15:31:00,"","","","","","",""
"3813",2018-02-03 15:32:00,"","","","","","",""
"3814",2018-02-03 15:33:00,"","","","","","",""
"3815",2018-02-03 15:34:00,"","","","","","",""
"3816",2018-02-03 15:35:00,"","","","","","",""
"3817",2018-02-03 15:36:00,"","","","","","",""
"3818",2018-02-03 15:37:00,"","","","","","",""
"3819",2018-02-03 15:38:00,"","","","","","",""
"3820",2018-02-03 15:39:00,"","","","","","",""
"3821",2018-02-03 15:40:00,"","","","","","",""
"3822",2018-02-03 15:41:00,"","","","","","",""
"3823",2018-02-03 15:42:00,"","","","","","",""
"3824",2018-02-03 15:43:00,"","","","","","",""
"3825",2018-02-03 15:44:00,"","","","","","",""
"3826",2018-02-03 15:45:00,"","","","","","",""
"3827",2018-02-03 15:46:00,"","","","","","",""
"3828",2018-02-03 15:47:00,"","","","","","",""
"3829",2018-02-03 15:48:00,"","","","","","",""
"3830",2018-02-03 15:49:00,"","","","","","",""
"3831",2018-02-03 15:50:00,"","","","","","",""
"3832",2018-02-03 15:51:00,"","","","","","",""
"3833",2018-02-03 15:52:00,"","","","","","",""
"3834",2018-02-03 15:53:00,"","","","","","",""
"3835",2018-02-03 15:54:00,"","","","","","",""
"3836",2018-02-03 15:55:00,"","","","","","",""
"3837",2018-02-03 15:56:00,"","","","","","",""
"3838",2018-02-03 15:57:00,"","","","","","",""
"3839",2018-02-03 15:58:00,"","","","","","",""
"3840",2018-02-03 15:59:00,"","","","","","",""
"3841",2018-02-03 16:00:00,"","","","","","",""
"3842",2018-02-03 16:01:00,"","","","","","",""
"3843",2018-02-03 16:02:00,"","","","","","",""
"3844",2018-02-03 16:03:00,"","","","","","",""
"3845",2018-02-03 16:04:00,"","","","","","",""
"3846",2018-02-03 16:05:00,"","","","","","",""
"3847",2018-02-03 16:06:00,"","","","","","",""
"3848",2018-02-03 16:07:00,"","","","","","",""
"3849",2018-02-03 16:08:00,"","","","","","",""
"3850",2018-02-03 16:09:00,"","","","","","",""
"3851",2018-02-03 16:10:00,"","","","","","",""
"3852",2018-02-03 16:11:00,"","","","","","",""
"3853",2018-02-03 16:12:00,"","","","","","",""
"3854",2018-02-03 16:13:00,"","","","","","",""
"3855",2018-02-03 16:14:00,"","","","","","",""
"3856",2018-02-03 16:15:00,"","","","","","",""
"3857",2018-02-03 16:16:00,"","","","","","",""
"3858",2018-02-03 16:17:00,"","","","","","",""
"3859",2018-02-03 16:18:00,"","","","","","",""
"3860",2018-02-03 16:19:00,"","","","","","",""
"3861",2018-02-03 16:20:00,"","","","","","",""
"3862",2018-02-03 16:21:00,"","","","","","",""
"3863",2018-02-03 16:22:00,"","","","","","",""
"3864",2018-02-03 16:23:00,"","","","","","",""
"3865",2018-02-03 16:24:00,"","","","","","",""
"3866",2018-02-03 16:25:00,"","","","","","",""
"3867",2018-02-03 16:26:00,"","","","","","",""
"3868",2018-02-03 16:27:00,"","","","","","",""
"3869",2018-02-03 16:28:00,"","","","","","",""
"3870",2018-02-03 16:29:00,"","","","","","",""
"3871",2018-02-03 16:30:00,"","","","","","",""
"3872",2018-02-03 16:31:00,"","","","","","",""
"3873",2018-02-03 16:32:00,"","","","","","",""
"3874",2018-02-03 16:33:00,"","","","","","",""
"3875",2018-02-03 16:34:00,"","","","","","",""
"3876",2018-02-03 16:35:00,"","","","","","",""
"3877",2018-02-03 16:36:00,"","","","","","",""
"3878",2018-02-03 16:37:00,"","","","","","",""
"3879",2018-02-03 16:38:00,"","","","","","",""
"3880",2018-02-03 16:39:00,"","","","","","",""
"3881",2018-02-03 16:40:00,"","","","","","",""
"3882",2018-02-03 16:41:00,"","","","","","",""
"3883",2018-02-03 16:42:00,"","","","","","",""
"3884",2018-02-03 16:43:00,"","","","","","",""
"3885",2018-02-03 16:44:00,"","","","","","",""
"3886",2018-02-03 16:45:00,"","","","","","",""
"3887",2018-02-03 16:46:00,"","","","","","",""
"3888",2018-02-03 16:47:00,"","","","","","",""
"3889",2018-02-03 16:48:00,"","","","","","",""
"3890",2018-02-03 16:49:00,"","","","","","",""
"3891",2018-02-03 16:50:00,"","","","","","",""
"3892",2018-02-03 16:51:00,"","","","","","",""
"3893",2018-02-03 16:52:00,"","","","","","",""
"3894",2018-02-03 16:53:00,"","","","","","",""
"3895",2018-02-03 16:54:00,"","","","","","",""
"3896",2018-02-03 16:55:00,"","","","","","",""
"3897",2018-02-03 16:56:00,"","","","","","",""
"3898",2018-02-03 16:57:00,"","","","","","",""
"3899",2018-02-03 16:58:00,"","","","","","",""
"3900",2018-02-03 16:59:00,"","","","","","",""
"3901",2018-02-03 17:00:00,"","","","","","",""
"3902",2018-02-03 17:01:00,"","","","","","",""
"3903",2018-02-03 17:02:00,"","","","","","",""
"3904",2018-02-03 17:03:00,"","","","","","",""
"3905",2018-02-03 17:04:00,"","","","","","",""
"3906",2018-02-03 17:05:00,"","","","","","",""
"3907",2018-02-03 17:06:00,"","","","","","",""
"3908",2018-02-03 17:07:00,"","","","","","",""
"3909",2018-02-03 17:08:00,"","","","","","",""
"3910",2018-02-03 17:09:00,"","","","","","",""
"3911",2018-02-03 17:10:00,"","","","","","",""
"3912",2018-02-03 17:11:00,"","","","","","",""
